match,teamInnings,battingPos,batsmanName,dismissal,runs,balls,4s,6s,SR,Year
India Vs South Africa,India,2,Ishan Kishan,c Hendricks b Pretorius,54,35,5,2,154.28,2022
India Vs South Africa,India,3,Shreyas Iyer,c Nortje b Shamsi,14,11,0,2,127.27,2022
India Vs South Africa,India,4,Rishabh Pant(c)â€ ,c Bavuma b Pretorius,6,8,0,0,75.00,2022
India Vs South Africa,India,5,Hardik Pandya,,31,21,4,0,147.61,2022
India Vs South Africa,India,6,Dinesh Karthik,c Parnell b Rabada,6,8,0,0,75.00,2022
India Vs South Africa,India,7,Axar Patel,,5,2,1,0,250.00,2022
India Vs South Africa,South Africa,1,Temba Bavuma(c),c Avesh Khan b AR Patel,8,10,0,0,80.00,2022
India Vs South Africa,South Africa,2,Reeza Hendricks,c Chahal b HV Patel,23,20,2,1,115.00,2022
India Vs South Africa,South Africa,3,Dwaine Pretorius,c â€ Pant b Chahal,20,16,2,1,125.00,2022
India Vs South Africa,South Africa,4,Rassie van der Dussen,c â€ Pant b Chahal,1,4,0,0,25.00,2022
India Vs South Africa,South Africa,5,Heinrich Klaasenâ€ ,c AR Patel b Chahal,29,24,3,1,120.83,2022
India Vs South Africa,South Africa,6,David Miller,c Gaikwad b HV Patel,3,5,0,0,60.00,2022
India Vs South Africa,South Africa,7,Wayne Parnell,,22,18,2,0,122.22,2022
India Vs South Africa,South Africa,8,Kagiso Rabada,c Chahal b HV Patel,9,8,1,0,112.50,2022
India Vs South Africa,South Africa,9,Keshav Maharaj,c Karthik b Kumar,11,8,0,1,137.50,2022
India Vs South Africa,South Africa,10,Anrich Nortje,run out (â€ Pant/Kumar),0,1,0,0,0.00,2022
India Vs South Africa,South Africa,11,Tabraiz Shamsi,c Avesh Khan b HV Patel,0,1,0,0,0.00,2022
India Vs South Africa,India,1,Ruturaj Gaikwad,c Maharaj b Rabada,1,4,0,0,25.00,2022
India Vs South Africa,India,2,Ishan Kishan,c van der Dussen b Nortje,34,21,2,3,161.90,2022
India Vs South Africa,India,3,Shreyas Iyer,c â€ Klaasen b Pretorius,40,35,2,2,114.28,2022
India Vs South Africa,India,4,Rishabh Pant(c)â€ ,c van der Dussen b Maharaj,5,7,0,0,71.42,2022
India Vs South Africa,India,5,Hardik Pandya, b Parnell,9,12,1,0,75.00,2022
India Vs South Africa,India,6,Axar Patel, b Nortje,10,11,1,0,90.90,2022
India Vs South Africa,India,7,Dinesh Karthik,,30,21,2,2,142.85,2022
India Vs South Africa,India,8,Harshal Patel,,12,9,2,0,133.33,2022
India Vs South Africa,South Africa,1,Temba Bavuma(c), b Chahal,35,30,4,1,116.66,2022
India Vs South Africa,South Africa,2,Reeza Hendricks, b Kumar,4,3,1,0,133.33,2022
India Vs South Africa,South Africa,3,Dwaine Pretorius,c Avesh Khan b Kumar,4,5,1,0,80.00,2022
India Vs South Africa,South Africa,4,Rassie van der Dussen, b Kumar,1,7,0,0,14.28,2022
India Vs South Africa,South Africa,5,Heinrich Klaasenâ€ ,c sub (Ravi Bishnoi) b HV Patel,81,46,7,5,176.08,2022
India Vs South Africa,South Africa,6,David Miller,,20,15,1,1,133.33,2022
India Vs South Africa,South Africa,7,Wayne Parnell, b Kumar,1,4,0,0,25.00,2022
India Vs South Africa,South Africa,8,Kagiso Rabada,,0,0,0,0,-,2022
India Vs South Africa,India,1,Ishan Kishan,c Stubbs b Maharaj,76,48,11,3,158.33,2022
India Vs South Africa,India,2,Ruturaj Gaikwad,c Bavuma b Parnell,23,15,0,3,153.33,2022
India Vs South Africa,India,3,Shreyas Iyer, b Pretorius,36,27,1,3,133.33,2022
India Vs South Africa,India,4,Rishabh Pant(c)â€ ,c van der Dussen b Nortje,29,16,2,2,181.25,2022
India Vs South Africa,India,5,Hardik Pandya,,31,12,2,3,258.33,2022
India Vs South Africa,India,6,Dinesh Karthik,,1,2,0,0,50.00,2022
India Vs South Africa,South Africa,1,Quinton de Kockâ€ ,c Ishan Kishan b AR Patel,22,18,3,0,122.22,2022
India Vs South Africa,South Africa,2,Temba Bavuma(c),c â€ Pant b Kumar,10,8,2,0,125.00,2022
India Vs South Africa,South Africa,3,Dwaine Pretorius, b HV Patel,29,13,1,4,223.07,2022
India Vs South Africa,South Africa,4,Rassie van der Dussen,,75,46,7,5,163.04,2022
India Vs South Africa,South Africa,5,David Miller,,64,31,4,5,206.45,2022
Sri Lanka Vs India,Sri Lanka,1,Pathum Nissanka,c VR Iyer b Avesh Khan,1,10,0,0,10.00,2022
Sri Lanka Vs India,Sri Lanka,2,Danushka Gunathilaka, b Mohammed Siraj,0,1,0,0,0.00,2022
Sri Lanka Vs India,Sri Lanka,3,Charith Asalanka,c â€ Samson b Avesh Khan,4,6,1,0,66.66,2022
Sri Lanka Vs India,Sri Lanka,4,Janith Liyanage, b Ravi Bishnoi,9,19,0,0,47.36,2022
Sri Lanka Vs India,Sri Lanka,5,Dinesh Chandimalâ€ ,c VR Iyer b Patel,22,27,2,0,81.48,2022
Sri Lanka Vs India,Sri Lanka,6,Dasun Shanaka(c),,74,38,9,2,194.73,2022
Sri Lanka Vs India,Sri Lanka,7,Chamika Karunaratne,,12,19,0,0,63.15,2022
Sri Lanka Vs India,India,1,Sanju Samsonâ€ ,c â€ Chandimal b Karunaratne,18,12,3,0,150.00,2022
Sri Lanka Vs India,India,2,Rohit Sharma(c),c Karunaratne b Chameera,5,9,1,0,55.55,2022
Sri Lanka Vs India,India,3,Shreyas Iyer,,73,45,9,1,162.22,2022
Sri Lanka Vs India,India,4,Deepak Hooda, b Kumara,21,16,1,1,131.25,2022
Sri Lanka Vs India,India,5,Venkatesh Iyer,c sub (P Jayawickrama) b Kumara,5,4,1,0,125.00,2022
Sri Lanka Vs India,India,6,Ravindra Jadeja,,22,15,3,0,146.66,2022
Sri Lanka Vs India,Sri Lanka,1,Pathum Nissanka,lbw b Kumar,75,53,11,0,141.50,2022
Sri Lanka Vs India,Sri Lanka,2,Danushka Gunathilaka,c VR Iyer b Jadeja,38,29,4,2,131.03,2022
Sri Lanka Vs India,Sri Lanka,3,Charith Asalanka,lbw b Chahal,2,5,0,0,40.00,2022
Sri Lanka Vs India,Sri Lanka,4,Kamil Mishara,c SS Iyer b Patel,1,4,0,0,25.00,2022
Sri Lanka Vs India,Sri Lanka,5,Dinesh Chandimalâ€ ,c Sharma b Bumrah,9,10,1,0,90.00,2022
Sri Lanka Vs India,Sri Lanka,6,Dasun Shanaka(c),,47,19,2,5,247.36,2022
Sri Lanka Vs India,Sri Lanka,7,Chamika Karunaratne,,0,0,0,0,-,2022
Sri Lanka Vs India,India,1,Rohit Sharma(c), b Chameera,1,2,0,0,50.00,2022
Sri Lanka Vs India,India,2,Ishan Kishanâ€ ,c Shanaka b Kumara,16,15,2,0,106.66,2022
Sri Lanka Vs India,India,3,Shreyas Iyer,,74,44,6,4,168.18,2022
Sri Lanka Vs India,India,4,Sanju Samson,c Fernando b Kumara,39,25,2,3,156.00,2022
Sri Lanka Vs India,India,5,Ravindra Jadeja,,45,18,7,1,250.00,2022
India Vs Sri Lanka,India,1,Rohit Sharma(c), b Kumara,44,32,2,1,137.50,2022
India Vs Sri Lanka,India,2,Ishan Kishanâ€ ,c Liyanage b Shanaka,89,56,10,3,158.92,2022
India Vs Sri Lanka,India,3,Shreyas Iyer,,57,28,5,2,203.57,2022
India Vs Sri Lanka,India,4,Ravindra Jadeja,,3,4,0,0,75.00,2022
India Vs Sri Lanka,Sri Lanka,1,Pathum Nissanka, b Kumar,0,1,0,0,0.00,2022
India Vs Sri Lanka,Sri Lanka,2,Kamil Mishara,c Sharma b Kumar,13,12,2,0,108.33,2022
India Vs Sri Lanka,Sri Lanka,3,Janith Liyanage,c Samson b VR Iyer,11,17,0,0,64.70,2022
India Vs Sri Lanka,Sri Lanka,4,Charith Asalanka,,53,47,5,0,112.76,2022
India Vs Sri Lanka,Sri Lanka,5,Dinesh Chandimalâ€ ,st â€ Ishan Kishan b Jadeja,10,9,0,1,111.11,2022
India Vs Sri Lanka,Sri Lanka,6,Dasun Shanaka(c),c Kumar b Chahal,3,6,0,0,50.00,2022
India Vs Sri Lanka,Sri Lanka,7,Chamika Karunaratne,c â€ Ishan Kishan b VR Iyer,21,14,0,2,150.00,2022
India Vs Sri Lanka,Sri Lanka,8,Dushmantha Chameera,,24,14,2,1,171.42,2022
India Vs West Indies,India,1,Ruturaj Gaikwad,c Mayers b Holder,4,8,1,0,50.00,2022
India Vs West Indies,India,2,Ishan Kishanâ€ , b Chase,34,31,5,0,109.67,2022
India Vs West Indies,India,3,Shreyas Iyer,c Holder b Walsh,25,16,4,0,156.25,2022
India Vs West Indies,India,4,Rohit Sharma(c), b Drakes,7,15,0,0,46.66,2022
India Vs West Indies,India,5,Suryakumar Yadav,c Powell b Shepherd,65,31,1,7,209.67,2022
India Vs West Indies,India,6,Venkatesh Iyer,,35,19,4,2,184.21,2022
India Vs West Indies,West Indies,1,Kyle Mayers,c â€ Ishan Kishan b Chahar,6,5,1,0,120.00,2022
India Vs West Indies,West Indies,2,Shai Hope,c â€ Ishan Kishan b Chahar,8,4,2,0,200.00,2022
India Vs West Indies,West Indies,3,Nicholas Pooranâ€ ,c â€ Ishan Kishan b Thakur,61,47,8,1,129.78,2022
India Vs West Indies,West Indies,4,Rovman Powell,c Thakur b Patel,25,14,2,2,178.57,2022
India Vs West Indies,West Indies,5,Kieron Pollard(c),c Ravi Bishnoi b VR Iyer,5,7,1,0,71.42,2022
India Vs West Indies,West Indies,6,Jason Holder,c SS Iyer b VR Iyer,2,6,0,0,33.33,2022
India Vs West Indies,West Indies,7,Roston Chase, b Patel,12,7,2,0,171.42,2022
India Vs West Indies,West Indies,8,Romario Shepherd,c Sharma b Patel,29,21,1,3,138.09,2022
India Vs West Indies,West Indies,9,Fabian Allen,,5,3,1,0,166.66,2022
India Vs West Indies,West Indies,10,Dominic Drakes,c Sharma b Thakur,4,3,1,0,133.33,2022
India Vs West Indies,West Indies,11,Hayden Walsh,,0,3,0,0,0.00,2022
India Vs West Indies,India,1,Rohit Sharma(c),c King b Chase,19,18,2,1,105.55,2022
India Vs West Indies,India,2,Ishan Kishan,c Mayers b Cottrell,2,10,0,0,20.00,2022
India Vs West Indies,India,3,Virat Kohli, b Chase,52,41,7,1,126.82,2022
India Vs West Indies,India,4,Suryakumar Yadav,c & b Chase,8,6,1,0,133.33,2022
India Vs West Indies,India,5,Rishabh Pantâ€ ,,52,28,7,1,185.71,2022
India Vs West Indies,India,6,Venkatesh Iyer, b Shepherd,33,18,4,1,183.33,2022
India Vs West Indies,India,7,Harshal Patel,,1,1,0,0,100.00,2022
India Vs West Indies,West Indies,1,Brandon King,c Yadav b Ravi Bishnoi,22,30,2,0,73.33,2022
India Vs West Indies,West Indies,2,Kyle Mayers,c & b Chahal,9,10,1,0,90.00,2022
India Vs West Indies,West Indies,3,Nicholas Pooranâ€ ,c Ravi Bishnoi b Kumar,62,41,5,3,151.21,2022
India Vs West Indies,West Indies,4,Rovman Powell,,68,36,4,5,188.88,2022
India Vs West Indies,West Indies,5,Kieron Pollard(c),,3,3,0,0,100.00,2022
West Indies Vs India,West Indies,1,Brandon King,c Yadav b Kumar,4,5,1,0,80.00,2022
West Indies Vs India,West Indies,2,Kyle Mayers,lbw b Chahal,31,24,7,0,129.16,2022
West Indies Vs India,West Indies,3,Nicholas Pooranâ€ ,c Kohli b Patel,61,43,4,5,141.86,2022
West Indies Vs India,West Indies,4,Roston Chase,lbw b Ravi Bishnoi,4,10,0,0,40.00,2022
West Indies Vs India,West Indies,5,Rovman Powell,c Iyer b Ravi Bishnoi,2,3,0,0,66.66,2022
West Indies Vs India,West Indies,6,Akeal Hosein,c & b Chahar,10,12,0,1,83.33,2022
West Indies Vs India,West Indies,7,Kieron Pollard(c),,24,19,2,1,126.31,2022
West Indies Vs India,West Indies,8,Odean Smith,c Sharma b Patel,4,4,0,0,100.00,2022
West Indies Vs India,India,1,Rohit Sharma(c),c Smith b Chase,40,19,4,3,210.52,2022
West Indies Vs India,India,2,Ishan Kishan,c Allen b Chase,35,42,4,0,83.33,2022
West Indies Vs India,India,3,Virat Kohli,c Pollard b Allen,17,13,1,0,130.76,2022
West Indies Vs India,India,4,Rishabh Pantâ€ ,c Smith b Cottrell,8,8,0,0,100.00,2022
West Indies Vs India,India,5,Suryakumar Yadav,,34,18,5,1,188.88,2022
West Indies Vs India,India,6,Venkatesh Iyer,,24,13,2,1,184.61,2022
India Vs New Zealand,India,1,Rohit Sharma(c),c & b Sodhi,56,31,5,3,180.64,2021
India Vs New Zealand,India,2,Ishan Kishan,c â€ Seifert b Santner,29,21,6,0,138.09,2021
India Vs New Zealand,India,3,Suryakumar Yadav,c Guptill b Santner,0,4,0,0,0.00,2021
India Vs New Zealand,India,4,Rishabh Pantâ€ ,c Neesham b Santner,4,6,0,0,66.66,2021
India Vs New Zealand,India,5,Shreyas Iyer,c Mitchell b Milne,25,20,2,0,125.00,2021
India Vs New Zealand,India,6,Venkatesh Iyer,c Chapman b Boult,20,15,1,1,133.33,2021
India Vs New Zealand,India,7,Axar Patel,,2,4,0,0,50.00,2021
India Vs New Zealand,India,8,Harshal Patel,hit wicket b Ferguson,18,11,2,1,163.63,2021
India Vs New Zealand,India,9,Deepak Chahar,,21,8,2,1,262.50,2021
India Vs New Zealand,New Zealand,1,Martin Guptill,c Yadav b Chahal,51,36,4,4,141.66,2021
India Vs New Zealand,New Zealand,2,Daryl Mitchell,c HV Patel b AR Patel,5,6,1,0,83.33,2021
India Vs New Zealand,New Zealand,3,Mark Chapman,st â€ Pant b AR Patel,0,2,0,0,0.00,2021
India Vs New Zealand,New Zealand,4,Glenn Phillips, b AR Patel,0,4,0,0,0.00,2021
India Vs New Zealand,New Zealand,5,Tim Seifertâ€ ,run out (Ishan Kishan/â€ Pant),17,18,1,0,94.44,2021
India Vs New Zealand,New Zealand,6,James Neesham,c â€ Pant b HV Patel,3,7,0,0,42.85,2021
India Vs New Zealand,New Zealand,7,Mitchell Santner(c),run out (Ishan Kishan),2,4,0,0,50.00,2021
India Vs New Zealand,New Zealand,8,Adam Milne,c Sharma b VR Iyer,7,6,0,1,116.66,2021
India Vs New Zealand,New Zealand,9,Ish Sodhi,c Yadav b HV Patel,9,11,2,0,81.81,2021
India Vs New Zealand,New Zealand,10,Lockie Ferguson,c & b Chahar,14,8,0,2,175.00,2021
India Vs New Zealand,New Zealand,11,Trent Boult,,2,2,0,0,100.00,2021
New Zealand Vs India,New Zealand,1,Martin Guptill,c â€ Pant b Chahar,31,15,3,2,206.66,2021
New Zealand Vs India,New Zealand,2,Daryl Mitchell,c Yadav b HV Patel,31,28,3,0,110.71,2021
New Zealand Vs India,New Zealand,3,Mark Chapman,c Rahul b AR Patel,21,17,3,0,123.52,2021
New Zealand Vs India,New Zealand,4,Glenn Phillips,c sub (RD Gaikwad) b HV Patel,34,21,1,3,161.90,2021
New Zealand Vs India,New Zealand,5,Tim Seifertâ€ ,c Kumar b Ashwin,13,15,1,0,86.66,2021
New Zealand Vs India,New Zealand,6,James Neesham,c â€ Pant b Kumar,3,12,0,0,25.00,2021
New Zealand Vs India,New Zealand,7,Mitchell Santner,,8,9,0,0,88.88,2021
New Zealand Vs India,New Zealand,8,Adam Milne,,5,4,0,0,125.00,2021
New Zealand Vs India,India,1,KL Rahul,c Phillips b Southee,65,49,6,2,132.65,2021
New Zealand Vs India,India,2,Rohit Sharma(c),c Guptill b Southee,55,36,1,5,152.77,2021
New Zealand Vs India,India,3,Venkatesh Iyer,,12,11,2,0,109.09,2021
New Zealand Vs India,India,4,Suryakumar Yadav, b Southee,1,2,0,0,50.00,2021
New Zealand Vs India,India,5,Rishabh Pantâ€ ,,12,6,0,2,200.00,2021
New Zealand Vs India,New Zealand,1,Martin Guptill,c SS Iyer b Chahar,70,42,3,4,166.66,2021
New Zealand Vs India,New Zealand,2,Daryl Mitchell, b Kumar,0,1,0,0,0.00,2021
New Zealand Vs India,New Zealand,3,Mark Chapman, b Ashwin,63,50,6,2,126.00,2021
New Zealand Vs India,New Zealand,4,Glenn Phillips,lbw b Ashwin,0,3,0,0,0.00,2021
New Zealand Vs India,New Zealand,5,Tim Seifertâ€ ,c Yadav b Kumar,12,11,2,0,109.09,2021
New Zealand Vs India,New Zealand,6,Rachin Ravindra, b Mohammed Siraj,7,8,1,0,87.50,2021
New Zealand Vs India,New Zealand,7,Mitchell Santner,,4,4,0,0,100.00,2021
New Zealand Vs India,New Zealand,8,Tim Southee(c),,0,1,0,0,0.00,2021
New Zealand Vs India,India,1,KL Rahul,c Chapman b Santner,15,14,1,1,107.14,2021
New Zealand Vs India,India,2,Rohit Sharma(c),c Ravindra b Boult,48,36,5,2,133.33,2021
New Zealand Vs India,India,3,Suryakumar Yadav, b Boult,62,40,6,3,155.00,2021
New Zealand Vs India,India,4,Rishabh Pantâ€ ,,17,17,2,0,100.00,2021
New Zealand Vs India,India,5,Shreyas Iyer,c Boult b Southee,5,8,0,0,62.50,2021
New Zealand Vs India,India,6,Venkatesh Iyer,c Ravindra b Mitchell,4,2,1,0,200.00,2021
New Zealand Vs India,India,7,Axar Patel,,1,1,0,0,100.00,2021
Namibia Vs India,Namibia,1,Stephan Baard,lbw b Jadeja,21,21,1,1,100.00,2021
Namibia Vs India,Namibia,2,Michael van Lingen,c Mohammed Shami b Bumrah,14,15,2,0,93.33,2021
Namibia Vs India,Namibia,3,Craig Williams,st â€ Pant b Jadeja,0,4,0,0,0.00,2021
Namibia Vs India,Namibia,4,Gerhard Erasmus(c),c â€ Pant b Ashwin,12,20,1,0,60.00,2021
Namibia Vs India,Namibia,5,Jan Nicol Loftie-Eaton,c Sharma b Ashwin,5,5,0,0,100.00,2021
Namibia Vs India,Namibia,6,David Wiese,c Sharma b Bumrah,26,25,2,0,104.00,2021
Namibia Vs India,Namibia,7,JJ Smit,c Sharma b Jadeja,9,9,1,0,100.00,2021
Namibia Vs India,Namibia,8,Zane Greenâ€ , b Ashwin,0,1,0,0,0.00,2021
Namibia Vs India,Namibia,9,Jan Frylinck,,15,15,0,0,100.00,2021
Namibia Vs India,Namibia,10,Ruben Trumpelmann,,13,6,1,1,216.66,2021
Namibia Vs India,India,1,KL Rahul,,54,36,4,2,150.00,2021
Namibia Vs India,India,2,Rohit Sharma,c â€ Green b Frylinck,56,37,7,2,151.35,2021
Namibia Vs India,India,3,Suryakumar Yadav,,25,19,4,0,131.57,2021
Scotland Vs India,Scotland,1,George Munsey,c Pandya b Mohammed Shami,24,19,4,1,126.31,2021
Scotland Vs India,Scotland,2,Kyle Coetzer(c), b Bumrah,1,7,0,0,14.28,2021
Scotland Vs India,Scotland,3,Matthew Crossâ€ ,lbw b Jadeja,2,9,0,0,22.22,2021
Scotland Vs India,Scotland,4,Richie Berrington, b Jadeja,0,5,0,0,0.00,2021
Scotland Vs India,Scotland,5,Calum MacLeod, b Mohammed Shami,16,28,0,0,57.14,2021
Scotland Vs India,Scotland,6,Michael Leask,lbw b Jadeja,21,12,2,1,175.00,2021
Scotland Vs India,Scotland,7,Chris Greaves,c Pandya b Ashwin,1,7,0,0,14.28,2021
Scotland Vs India,Scotland,8,Mark Watt, b Bumrah,14,13,2,0,107.69,2021
Scotland Vs India,Scotland,9,Safyaan Sharif,run out (sub [Ishan Kishan]),0,1,0,0,0.00,2021
Scotland Vs India,Scotland,10,Alasdair Evans, b Mohammed Shami,0,1,0,0,0.00,2021
Scotland Vs India,Scotland,11,Brad Wheal,,2,4,0,0,50.00,2021
Scotland Vs India,India,1,KL Rahul,c MacLeod b Watt,50,19,6,3,263.15,2021
Scotland Vs India,India,2,Rohit Sharma,lbw b Wheal,30,16,5,1,187.50,2021
Scotland Vs India,India,3,Virat Kohli(c),,2,2,0,0,100.00,2021
Scotland Vs India,India,4,Suryakumar Yadav,,6,2,0,1,300.00,2021
India Vs Afghanistan,India,1,KL Rahul, b Gulbadin Naib,69,48,6,2,143.75,2021
India Vs Afghanistan,India,2,Rohit Sharma,c Mohammad Nabi b Karim Janat,74,47,8,3,157.44,2021
India Vs Afghanistan,India,3,Rishabh Pantâ€ ,,27,13,1,3,207.69,2021
India Vs Afghanistan,India,4,Hardik Pandya,,35,13,4,2,269.23,2021
India Vs Afghanistan,Afghanistan,1,Hazratullah Zazai,c Thakur b Bumrah,13,15,1,1,86.66,2021
India Vs Afghanistan,Afghanistan,2,Mohammad Shahzadâ€ ,c Ashwin b Mohammed Shami,0,4,0,0,0.00,2021
India Vs Afghanistan,Afghanistan,3,Rahmanullah Gurbaz,c Pandya b Jadeja,19,10,1,2,190.00,2021
India Vs Afghanistan,Afghanistan,4,Gulbadin Naib,lbw b Ashwin,18,20,3,0,90.00,2021
India Vs Afghanistan,Afghanistan,5,Najibullah Zadran, b Ashwin,11,13,0,1,84.61,2021
India Vs Afghanistan,Afghanistan,6,Mohammad Nabi(c),c Jadeja b Mohammed Shami,35,32,2,1,109.37,2021
India Vs Afghanistan,Afghanistan,7,Karim Janat,,42,22,3,2,190.90,2021
India Vs Afghanistan,Afghanistan,8,Rashid Khan,c Pandya b Mohammed Shami,0,1,0,0,0.00,2021
India Vs Afghanistan,Afghanistan,9,Sharafuddin Ashraf,,2,3,0,0,66.66,2021
India Vs New Zealand,India,1,KL Rahul,c Mitchell b Southee,18,16,3,0,112.50,2021
India Vs New Zealand,India,2,Ishan Kishan,c Mitchell b Boult,4,8,1,0,50.00,2021
India Vs New Zealand,India,3,Rohit Sharma,c Guptill b Sodhi,14,14,1,1,100.00,2021
India Vs New Zealand,India,4,Virat Kohli(c),c Boult b Sodhi,9,17,0,0,52.94,2021
India Vs New Zealand,India,5,Rishabh Pantâ€ , b Milne,12,19,0,0,63.15,2021
India Vs New Zealand,India,6,Hardik Pandya,c Guptill b Boult,23,24,1,0,95.83,2021
India Vs New Zealand,India,7,Ravindra Jadeja,,26,19,2,1,136.84,2021
India Vs New Zealand,India,8,Shardul Thakur,c Guptill b Boult,0,3,0,0,0.00,2021
India Vs New Zealand,India,9,Mohammed Shami,,0,0,0,0,-,2021
India Vs New Zealand,New Zealand,1,Martin Guptill,c Thakur b Bumrah,20,17,3,0,117.64,2021
India Vs New Zealand,New Zealand,2,Daryl Mitchell,c Rahul b Bumrah,49,35,4,3,140.00,2021
India Vs New Zealand,New Zealand,3,Kane Williamson(c),,33,31,3,0,106.45,2021
India Vs New Zealand,New Zealand,4,Devon Conwayâ€ ,,2,4,0,0,50.00,2021
India Vs Pakistan,India,1,KL Rahul, b Shaheen Shah Afridi,3,8,0,0,37.50,2021
India Vs Pakistan,India,2,Rohit Sharma,lbw b Shaheen Shah Afridi,0,1,0,0,0.00,2021
India Vs Pakistan,India,3,Virat Kohli(c),c â€ Mohammad Rizwan b Shaheen Shah Afridi,57,49,5,1,116.32,2021
India Vs Pakistan,India,4,Suryakumar Yadav,c â€ Mohammad Rizwan b Hasan Ali,11,8,1,1,137.50,2021
India Vs Pakistan,India,5,Rishabh Pantâ€ ,c & b Shadab Khan,39,30,2,2,130.00,2021
India Vs Pakistan,India,6,Ravindra Jadeja,c sub (Mohammad Nawaz) b Hasan Ali,13,13,1,0,100.00,2021
India Vs Pakistan,India,7,Hardik Pandya,c Babar Azam b Haris Rauf,11,8,2,0,137.50,2021
India Vs Pakistan,India,8,Bhuvneshwar Kumar,,5,4,0,0,125.00,2021
India Vs Pakistan,India,9,Mohammed Shami,,0,0,0,0,-,2021
India Vs Pakistan,Pakistan,1,Mohammad Rizwanâ€ ,,79,55,6,3,143.63,2021
India Vs Pakistan,Pakistan,2,Babar Azam(c),,68,52,6,2,130.76,2021
India Vs Sri Lanka,India,1,Ruturaj Gaikwad,lbw b PWH de Silva,14,10,2,0,140.00,2021
India Vs Sri Lanka,India,2,Shikhar Dhawan(c),c DM de Silva b Chameera,0,1,0,0,0.00,2021
India Vs Sri Lanka,India,3,Devdutt Padikkal,lbw b Mendis,9,15,1,0,60.00,2021
India Vs Sri Lanka,India,4,Sanju Samsonâ€ ,lbw b PWH de Silva,0,3,0,0,0.00,2021
India Vs Sri Lanka,India,5,Nitish Rana,c & b Shanaka,6,15,0,0,40.00,2021
India Vs Sri Lanka,India,6,Bhuvneshwar Kumar,c Shanaka b PWH de Silva,16,32,0,0,50.00,2021
India Vs Sri Lanka,India,7,Kuldeep Yadav,,23,28,0,0,82.14,2021
India Vs Sri Lanka,India,8,Rahul Chahar,c â€ Bhanuka b Shanaka,5,5,1,0,100.00,2021
India Vs Sri Lanka,India,9,Varun Chakravarthy,c Karunaratne b PWH de Silva,0,2,0,0,0.00,2021
India Vs Sri Lanka,India,10,Chetan Sakariya,,5,9,0,0,55.55,2021
India Vs Sri Lanka,Sri Lanka,1,Avishka Fernando,c & b Chahar,12,18,1,0,66.66,2021
India Vs Sri Lanka,Sri Lanka,2,Minod Bhanukaâ€ ,lbw b Chahar,18,27,1,0,66.66,2021
India Vs Sri Lanka,Sri Lanka,3,Sadeera Samarawickrama, b Chahar,6,13,0,0,46.15,2021
India Vs Sri Lanka,Sri Lanka,4,Dhananjaya de Silva,,23,20,2,0,115.00,2021
India Vs Sri Lanka,Sri Lanka,5,Wanindu Hasaranga,,14,9,1,0,155.55,2021
India Vs Sri Lanka,India,1,Ruturaj Gaikwad,c â€ Bhanuka b Shanaka,21,18,1,0,116.66,2021
India Vs Sri Lanka,India,2,Shikhar Dhawan(c), b Dananjaya,40,42,5,0,95.23,2021
India Vs Sri Lanka,India,3,Devdutt Padikkal, b PWH de Silva,29,23,1,1,126.08,2021
India Vs Sri Lanka,India,4,Sanju Samsonâ€ , b Dananjaya,7,13,0,0,53.84,2021
India Vs Sri Lanka,India,5,Nitish Rana,c DM de Silva b Chameera,9,12,0,0,75.00,2021
India Vs Sri Lanka,India,6,Bhuvneshwar Kumar,,13,11,0,0,118.18,2021
India Vs Sri Lanka,India,7,Navdeep Saini,,1,1,0,0,100.00,2021
India Vs Sri Lanka,Sri Lanka,1,Avishka Fernando,c Chahar b Kumar,11,13,2,0,84.61,2021
India Vs Sri Lanka,Sri Lanka,2,Minod Bhanukaâ€ ,c Chahar b Kuldeep Yadav,36,31,4,0,116.12,2021
India Vs Sri Lanka,Sri Lanka,3,Sadeera Samarawickrama, b Varun,8,12,1,0,66.66,2021
India Vs Sri Lanka,Sri Lanka,4,Dasun Shanaka(c),st â€ Samson b Kuldeep Yadav,3,6,0,0,50.00,2021
India Vs Sri Lanka,Sri Lanka,5,Dhananjaya de Silva,,40,34,1,1,117.64,2021
India Vs Sri Lanka,Sri Lanka,6,Wanindu Hasaranga,c Kumar b Chahar,15,11,2,0,136.36,2021
India Vs Sri Lanka,Sri Lanka,7,Ramesh Mendis,c Gaikwad b Sakariya,2,5,0,0,40.00,2021
India Vs Sri Lanka,Sri Lanka,8,Chamika Karunaratne,,12,6,0,1,200.00,2021
India Vs Sri Lanka,India,1,Prithvi Shaw,c â€ Bhanuka b Chameera,0,1,0,0,0.00,2021
India Vs Sri Lanka,India,2,Shikhar Dhawan(c),c Bandara b Karunaratne,46,36,4,1,127.77,2021
India Vs Sri Lanka,India,3,Sanju Samson,lbw b PWH de Silva,27,20,2,1,135.00,2021
India Vs Sri Lanka,India,4,Suryakumar Yadav,c sub (RTM Mendis) b PWH de Silva,50,34,5,2,147.05,2021
India Vs Sri Lanka,India,5,Hardik Pandya,c â€ Bhanuka b Chameera,10,12,0,0,83.33,2021
India Vs Sri Lanka,India,6,Ishan Kishanâ€ ,,20,14,1,1,142.85,2021
India Vs Sri Lanka,India,7,Krunal Pandya,,3,3,0,0,100.00,2021
India Vs Sri Lanka,Sri Lanka,1,Avishka Fernando,c Samson b Kumar,26,23,3,0,113.04,2021
